STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.8,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,7.5,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.6,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,8.4,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,6.8,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,0.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,8.6,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,7.5,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,3.3,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.6,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,6.5,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,3.6,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,0.0,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.3,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,2.3,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,0.4,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,0.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,4.6,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,6.7,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,8.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,3.0,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNQ,Equatorial Guinea,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,4.4,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ERI,Eritrea,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,3.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,3.6,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ETH,Ethiopia,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.7,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,0.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,0.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,6.4,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GAB,Gabon,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,4.8,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GMB,"Gambia, The",WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,3.5,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.2,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,6.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,4.9,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,3.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRD,Grenada,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,0.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GIN,Guinea,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.2,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNB,Guinea-Bissau,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,3.3,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUY,Guyana,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.0,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HTI,Haiti,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,4.3,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,7.5,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,0.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IND,India,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,8.4,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDN,Indonesia,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,8.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRN,"Iran, Islamic Rep.",WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,6.4,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRQ,Iraq,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,9.5,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,3.9,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISR,Israel,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,2.3,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ITA,Italy,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.4,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JAM,Jamaica,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,3.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JPN,Japan,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,3.9,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JOR,Jordan,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,2.6,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KAZ,Kazakhstan,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,6.0,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KEN,Kenya,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.6,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KIR,Kiribati,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,0.1,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRK,"Korea, Dem. People's Rep.",WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,7.4,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KOR,"Korea, Rep.",WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,4.7,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KWT,Kuwait,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,1.3,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KGZ,Kyrgyz Republic,WB_CLEAR_EXP_DRT,Exposure to Droughts,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_10,0-10 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.6,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,IX,Index,602,CCYY,A,Normal value,PU,Public
